Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption
08/07/2003 16,2,1BHK,30.74,37.21,1.14,1.32,Middle,0,Jacuzzi,0.0,160.86
09/07/2003 00,5,Bungalow,29.55,57.52,1.54,0.97,Rich,1,None,0.0,231.1
09/07/2003 08,3,1BHK,29.82,44.98,1.3,0.83,Low,0,None,0.0,83.05
09/07/2003 16,4,Bungalow,18.36,58.5,2.14,0.2753841676803144,Upper Middle,1,Fountain,1.0,192.6
10/07/2003 00,4,Detached,28.21,54.16,2.86,0.96,Rich,0,None,0.0,170.12
10/07/2003 08,2,Studio,20.82,44.42,1.66,1.31,Low,0,Garden,1.0,107.33
10/07/2003 16,4,3BHK,31.12,44.72,2.6,0.95,Upper Middle,1,None,0.0,189.09
11/07/2003 00,3,2BHK,27.66,49.66,1.05,1.23,Middle,0,Fountain,0.0,174.68
11/07/2003 08,5,2BHK,27.22,6/\ZT,2.26,1.4,Upper Middle,1,None,1.0,334.31
11/07/2003 16,3,Bungalow,34.07,34.79,2.75,1.41,Upper Middle,0,Jacuzzi,,243.06
12/07/2003 00,2,Studio,30.55,46.39,1.72,1.2,Low,0,None,0.0,87.01
12/07/2003 08,2,1BHK,,49.56,1.02,1.12,Low,0,Garden,0.0,98.53
12/07/2003 16,4,Bungalow,11.86,37.87,2.58,1.14,Upper Middle,1,Jacuzzi,0.0,231.15
13/07/2003 00,4,Bungalow,19.29,59.57,2.34,0.86,Upper Middle,0,Garden,0.0,114.45
13/07/2003 08,5,Bungalow,30.3,45.47,1.58,1.29,Upper Middle,0,Jacuzzi,1.0,337.7
13/07/2003 16,1,Studio,20.58,56.2,1.17,1.28,"FWZ\,",0,None,0.0,64.06
14/07/2003 00,2,1BHK,12.71,75.0,1.21,1.06,Middle,0,None,0.0,67.91
14/07/2003 08,3,Cottage,34.43,67.65,1.43,0.85,Middle,0,Garden,1.0,101.16
14/07/2003 16,3,3BHK,28.2,62.16,1.99,0.93,Upper Middle,0,None,0.0,116.43
15/07/2003 00,2,1BHK,28.38,63.85,1.56,1.05,Low,0,None,1.0,84.92
15/07/2003 08,3,Cottage,26.43,42.61,1.44,1.05,Middle,1,Garden,0.0,145.46
15/07/2003 16,5,3BHK,27.33,54.17,1.64,1.14,Upper Middle,1,Swimming Pool,0.0,323.32
16/07/2003 00,3,2BHK,32.55,50.64,-88.0,0.89,Upper Middle,1,Garden,0.0,147.56
16/07/2003 08,3,1BHK,32.95,44.49,1.09,1.24,Low,0,Garden,0.0,135.64
16/07/2003 16,3,Bungalow,11.43,74.78,1.64,0.82,Upper Middle,0,Swimming Pool,1.0,112.62
17/07/2003 00,4,,34.83,33.43,2.02,0.88,Upper Middle,0,None,0.0,150.94
17/07/2003 08,2,1BHK,20.51,68.87,1.76,0.89,Middle,0,Garden,0.0,78.72
17/07/2003 16,4,3BHK,30.56,62.9,1.99,0.83,Upper Middle,0,Jacuzzi,1.0,179.72
18/07/2003 00,3,Cottage,27.63,56.74,1.33,1.05,Middle,1,None,1.0,146.68
18/07/2003 08,2,1BHK,26.5,51.31,1.62,1.45,Middle,0,Fountain,0.0,146.51
18/07/2003 16,3,Bungalow,19.06,53.11,2.11,1.15,Upper Middle,0,None,0.0,129.77
19/07/2003 00,4,2BHK,,53.56,2.38,1.3,Upper Middle,0,Fountain,0.0,225.0
19/07/2003 08,5,Bungalow,14.76,67.52,1.56,0.81,Upper Middle,0,Swimming Pool,0.0,144.35
19/07/2003 16,2,1BHK,30.97,61.35,1.76,1.43,Low,0,Garden,1.0,125.65
20/07/2003 00,-11,Studio,15.63,65.74,1.53,0.96,Low,0,None,0.0,53.98
20/07/2003 08,5,Bungalow,24.1,52.73,2.32,0.94,Rich,1,Swimming Pool,0.0,275.78
20/07/2003 16,4,2BHK,10.43,55.04,2.82,0.86,Upper Middle,1,Jacuzzi,1.0,173.47
21/07/2003 00,3,3BHK,22.34,52.28,2.29,0.91,Rich,1,Swimming Pool,1.0,242.89
21/07/2003 08,3,1BHK,20.31,41.15,1.29,1.42,Middle,0,Garden,0.0,158.91
21/07/2003 16,2,1BHK,30.92,47.12,1.73,1.47,Low,0,None,0.0,117.44
22/07/2003 00,5,Detached,32.1,63.02,2.71,0.8,Rich,0,Garden,0.0,167.78
22/07/2003 08,3,3BHK,21.16,50.75,2.97,0.86,Rich,1,None,0.0,148.3
22/07/2003 16,2,1BHK,21.02,61.15,1.75,0.86,Low,0,Garden,1.0,70.16
23/07/2003 00,3,1BHK,31.82,50.11,1.32,1.22,Low,0,Jacuzzi,0.0,150.88
23/07/2003 08,3,,25.69,59.26,2.4,0.83,Upper Middle,0,Swimming Pool,0.0,121.73
23/07/2003 16,3,1BHK,15.75,42.65,1.21,1.14,Middle,0,Garden,0.0,121.93
24/07/2003 00,3,3BHK,20.79,55.39,1.66,1.29,Upper Middle,0,Jacuzzi,1.0,233.88
24/07/2003 08,3,1BHK,29.03,51.84,1.06,0.9,Middle,0,Fountain,0.0,115.76
24/07/2003 16,3,1BHK,20.62,54.13,1.13,1.29,Middle,0,Garden,0.0,133.53
25/07/2003 00,5,Bungalow,29.27,43.71,2.35,0.95,Upper Middle,1,Garden,1.0,242.75
25/07/2003 08,4,Bungalow,,67.73,2.27,0.85,Rich,0,Swimming Pool,0.0,153.24
25/07/2003 16,2,1BHK,13.31,51.58,1.12,1.36,Low,0,None,0.0,94.63
26/07/2003 00,5,2BHK,30.78,50.94,1.04,0.98,Middle,0,None,0.0,160.86
26/07/2003 08,3,Bungalow,15.73,66.68,2.97,1.1,Upper Middle,1,Garden,0.0,131.92
26/07/2003 16,2,Cottage,23.81,60.74,1.42,1.17,Middle,0,Garden,0.0,95.58
27/07/2003 00,5,3BHK,27.87,41.07,2.15,1.19,Upper Middle,0,Garden,0.0,243.05
27/07/2003 08,3,Cottage,24.83,53.36,1.07,1.23,Middle,0,Jacuzzi,0.0,158.0
27/07/2003 16,5,Detached,11.81,42.85,1.75,1.21,Rich,0,Fountain,0.0,293.77
28/07/2003 00,5,3BHK,10.61,70.49,2.49,0.85,Upper Middle,0,Jacuzzi,0.0,143.77
28/07/2003 08,3,2BHK,23.53,60.46,2.83,0.86,Upper Middle,1,None,0.0,111.04
28/07/2003 16,2,Cottage,11.02,53.72,-88.0,1.07,Middle,0,Jacuzzi,1.0,114.4
29/07/2003 00,3,1BHK,30.45,50.65,1.01,1.24,Middle,1,Garden,0.0,171.93
29/07/2003 08,3,3BHK,15.99,53.84,1.88,0.97,Upper Middle,1,Fountain,1.0,192.99
29/07/2003 16,3,Detached,23.55,62.32,2.22,0.83,Rich,0,Jacuzzi,0.0,146.32
30/07/2003 00,5,2BHK,22.24,53.59,2.96,0.99,Upper Middle,0,None,0.0,148.4
30/07/2003 08,3,Cottage,,]*rc-,1.32,0.88,Middle,0,None,0.0,89.88
30/07/2003 16,2,1BHK,14.61,55.45,1.68,1.09,Low,0,None,0.0,72.48
31/07/2003 00,1,Studio,20.03,48.51,1.08,0.84,Low,0,Swimming Pool,0.0,57.58
31/07/2003 08,5,3BHK,29.07,45.47,2.35,1.22,Rich,0,Swimming Pool,0.0,353.46
31/07/2003 16,5,Bungalow,26.96,57.54,2.59,1.17,Rich,1,Swimming Pool,0.0,335.38
01/08/2003 00,3,3BHK,17.43,57.54,1.82,1.38,Upper Middle,0,None,1.0,190.08
01/08/2003 08,3,Cottage,13.22,42.19,1.61,0.83,Middle,0,None,0.0,81.24
01/08/2003 16,1,Studio,14.12,52.28,1.76,1.0,Low,0,None,0.0,47.14
02/08/2003 00,3,Detached,13.37,54.16,1.6,1.22,Rich,1,Garden,0.0,216.65
02/08/2003 08,5,Bungalow,30.11,57.84,2.82,0.91,Upper Middle,0,None,0.0,142.89
02/08/2003 16,3,Cottage,21.83,74.4,1.61,1.15,Middle,1,None,0.0,115.67
03/08/2003 00,3,Cottage,22.74,"gtsz,",1.52,1.16,Middle,0,Garden,0.0,125.54
03/08/2003 08,5,3BHK,,67.82,1.77,1.03,Upper Middle,0,Swimming Pool,0.0,228.87
03/08/2003 16,4,3BHK,20.18,49.91,2.14,1.04,({9!q,1,None,0.0,187.29
04/08/2003 00,5,,27.36,64.04,1.73,0.85,Middle,1,None,0.0,144.31
04/08/2003 08,3,Cottage,,54.18,1.26,0.85,AykF{,0,None,1.0,91.02
04/08/2003 16,4,2BHK,,46.86,1.61,1.0,Upper Middle,0,None,0.0,135.18
05/08/2003 00,2,1BHK,18.41,58.4,1.79,0.81,Middle,0,Fountain,0.0,72.46
05/08/2003 08,3,Cottage,33.31,49.21,1.03,1.43,Middle,0,Garden,0.0,170.27
05/08/2003 16,3,3BHK,28.13,56.14,2.09,1.26,Upper Middle,0,Garden,0.0,171.88
06/08/2003 00,5,Bungalow,23.53,54.14,2.33,0.86,Upper Middle,0,None,,135.1
06/08/2003 08,3,Cottage,28.84,44.12,1.65,1.27,Middle,0,Garden,0.0,145.87
06/08/2003 16,3,1BHK,16.49,36.04,1.12,1.38,Low,0,Garden,0.0,139.72
07/08/2003 00,2,Studio,20.77,48.15,1.65,1.26,Low,1,Jacuzzi,1.0,144.77
07/08/2003 08,5,2BHK,30.87,48.67,1.66,1.06,Upper Middle,0,Swimming Pool,0.0,245.6
07/08/2003 16,5,Bungalow,14.42,68.87,2.36,1.16,Upper Middle,0,None,0.0,151.49
08/08/2003 00,3,Cottage,31.48,51.97,1.78,1.03,Middle,0,Garden,0.0,114.12
08/08/2003 08,3,1BHK,27.67,48.75,1.05,1.13,Middle,0,Jacuzzi,0.0,152.75
08/08/2003 16,5,Detached,13.88,66.82,2.51,1.25,Rich,0,Swimming Pool,0.0,274.03
09/08/2003 00,2,Studio,34.45,27.11,1.38,1.31,Low,0,Garden,0.0,116.83
09/08/2003 08,3,Bungalow,14.14,54.68,2.75,0.83,Rich,0,None,0.0,101.24
09/08/2003 16,3,,17.21,49.2,1.45,0.85,,1,Jacuzzi,,123.81
10/08/2003 00,5,Bungalow,28.53,52.68,2.6,0.93,Upper Middle,0,None,0.0,151.79
10/08/2003 08,4,3BHK,15.81,58.13,1.92,0.98,Rich,0,Swimming Pool,1.0,238.4
10/08/2003 16,2,1BHK,10.28,46.66,1.76,1.31,Middle,0,Swimming Pool,0.0,127.67
11/08/2003 00,2,Studio,12.02,61.49,1.47,1.37,Low,0,None,,77.8
11/08/2003 08,2,1BHK,31.24,49.11,1.35,0.9,Low,0,None,0.0,72.81
11/08/2003 16,2,1BHK,,43.87,1.02,1.01,Low,0,None,0.0,87.98
12/08/2003 00,4,3BHK,28.15,50.54,1.66,0.86,,0,Fountain,0.0,169.16
12/08/2003 08,5,3BHK,,45.48,1.95,1.04,Upper Middle,1,None,1.0,276.32
12/08/2003 16,5,Bungalow,22.21,63.33,1.95,1.2,Upper Middle,1,Garden,0.0,223.73
13/08/2003 00,3,1BHK,24.9,44.45,1.61,1.16,Middle,1,Garden,0.0,154.98
13/08/2003 08,4,,29.23,38.2,1.74,1.49,Middle,1,None,1.0,304.52
13/08/2003 16,4,3BHK,17.43,33.66,1.92,0.88,Rich,1,Swimming Pool,1.0,306.01
14/08/2003 00,2,Studio,12.24,50.58,1.22,1.3,Low,0,None,0.0,80.85
14/08/2003 08,3,Cottage,10.9,53.08,1.35,0.93,Middle,0,Swimming Pool,0.0,108.65
14/08/2003 16,3,1BHK,15.47,29.68,1.07,1.45,Middle,1,None,1.0,221.32
15/08/2003 00,-22,2BHK,34.46,46.88,2.14,1.37,Upper Middle,0,Garden,0.0,190.63
15/08/2003 08,4,2BHK,17.61,50.57,2.77,0.91,Upper Middle,1,Swimming Pool,0.0,183.56
15/08/2003 16,2,Studio,,58.48,1.66,1.09,Low,0,Garden,0.0,75.96
16/08/2003 00,3,1BHK,20.45,49.24,1.09,1.29,Middle,1,None,0.0,157.63
16/08/2003 08,3,Cottage,16.99,59.12,1.46,0.84,Middle,0,Jacuzzi,0.0,95.58
16/08/2003 16,2,Studio,19.33,7>x}%,1.33,0.87,Low,1,None,0.0,71.48
17/08/2003 00,2,1BHK,27.96,vr7kI,1.34,1.41,Middle,0,None,0.0,128.65
17/08/2003 08,4,Bungalow,25.2,47.18,2.67,1.08,Upper Middle,-1,Garden,1.0,184.77
17/08/2003 16,3,Cottage,33.45,52.35,1.57,1.31,Middle,1,Jacuzzi,1.0,244.19
18/08/2003 00,3,1BHK,34.06,32.88,1.41,1.0,Middle,1,Fountain,0.0,178.87
18/08/2003 08,2,1BHK,13.54,56.07,1.69,1.11,Middle,0,None,0.0,81.03
18/08/2003 16,4,Bungalow,32.46,48.04,2.42,1.0,Upper Middle,1,None,1.0,209.31
19/08/2003 00,5,3BHK,13.28,60.68,2.41,1.0,Rich,1,Fountain,0.0,253.84
19/08/2003 08,2,Studio,16.91,41.84,1.67,1.16,Low,0,None,0.0,77.75
19/08/2003 16,3,1BHK,25.03,48.15,1.76,1.25,Middle,0,None,1.0,147.88
20/08/2003 00,2,Cottage,17.67,48.16,1.79,0.86,Middle,0,Garden,0.0,71.37
20/08/2003 08,4,2BHK,15.58,51.56,1.75,1.15,Upper Middle,0,Swimming Pool,0.0,199.23
20/08/2003 16,4,3BHK,13.94,53.78,1.92,0.81,Rich,0,Garden,0.0,140.72
21/08/2003 00,5,2BHK,28.42,43.11,2.46,0.93,Upper Middle,1,None,0.0,194.16
21/08/2003 08,3,1BHK,,64.42,1.58,0.99,Low,0,None,1.0,86.44
21/08/2003 16,4,2BHK,14.81,56.13,1.96,0.88,Upper Middle,0,None,0.0,111.38
22/08/2003 00,3,Bungalow,16.07,58.79,2.49,1.37,Upper Middle,1,Garden,0.0,178.97
22/08/2003 08,5,2BHK,14.33,58.34,1.01,1.45,Middle,1,None,0.0,237.85
22/08/2003 16,3,2BHK,30.8,47.32,1.64,1.15,Middle,0,Jacuzzi,1.0,198.93
23/08/2003 00,2,Studio,,63.66,1.65,0.88,Low,0,None,0.0,51.6
23/08/2003 08,5,2BHK,13.32,63.06,1.44,1.45,Middle,0,Garden,0.0,196.06
23/08/2003 16,2,Studio,23.37,49.78,1.78,1.25,Low,0,None,0.0,99.86
24/08/2003 00,3,Cottage,16.34,74.14,1.3,1.07,Middle,0,None,1.0,100.51
24/08/2003 08,-88,2BHK,33.74,62.01,1.12,1.19,Middle,1,None,0.0,162.97
24/08/2003 16,3,Cottage,13.84,50.87,1.12,1.0,Middle,0,Garden,1.0,114.56
25/08/2003 00,3,,,48.18,1.55,1.03,Low,1,Garden,1.0,126.28
25/08/2003 08,4,2BHK,28.25,78.34,2.06,1.3,Upper Middle,1,None,0.0,185.94
25/08/2003 16,4,3BHK,26.07,53.27,1.52,1.38,Upper Middle,1,None,0.0,262.97
26/08/2003 00,4,2BHK,15.34,55.85,1.13,1.47,Middle,0,None,0.0,177.63
26/08/2003 08,1,Studio,21.6,75.04,1.24,0.88,Low,0,None,0.0,38.32
26/08/2003 16,2,Cottage,21.25,61.2,1.64,0.93,Middle,0,Garden,0.0,73.67
27/08/2003 00,5,Detached,29.43,51.05,1.71,1.31,Rich,0,None,0.0,293.41
27/08/2003 08,3,1BHK,24.36,38.82,1.62,1.43,Middle,0,None,1.0,180.24
27/08/2003 16,3,1BHK,22.07,53.07,1.39,1.12,Middle,0,None,1.0,128.02
28/08/2003 00,4,,29.66,57.95,2.03,0.95,Upper Middle,1,Fountain,0.0,193.33
28/08/2003 08,2,Studio,30.58,32.98,1.34,1.11,Low,0,None,0.0,88.98
28/08/2003 16,3,1BHK,21.82,26.49,1.5,1.11,Low,1,None,0.0,138.75
29/08/2003 00,2,1BHK,19.26,69.82,1.48,1.4,Low,1,None,0.0,105.99
29/08/2003 08,4,Bungalow,12.94,54.32,2.04,1.21,Upper Middle,0,Swimming Pool,0.0,197.92
29/08/2003 16,5,2BHK,31.16,50.98,1.46,1.45,Middle,0,Swimming Pool,0.0,304.99
30/08/2003 00,3,Detached,,41.84,2.6,1.03,Rich,0,Fountain,0.0,193.08
30/08/2003 08,2,Cottage,18.59,50.47,1.56,0.86,Middle,0,None,0.0,68.5
30/08/2003 16,3,2BHK,22.72,45.36,1.67,1.08,Middle,0,None,0.0,123.23
31/08/2003 00,4,2BHK,23.73,44.87,1.2,0.85,Middle,1,Jacuzzi,0.0,177.13
31/08/2003 08,5,,14.93,47.17,2.52,1.16,Upper Middle,0,Jacuzzi,0.0,239.68
31/08/2003 16,2,Studio,15.1,63.31,1.34,1.06,Low,1,None,0.0,73.7
01/09/2003 00,3,Cottage,14.26,39.1,1.16,1.26,Middle,0,None,0.0,129.81
01/09/2003 08,5,Bungalow,16.93,66.57,2.11,1.43,Upper Middle,0,Swimming Pool,1.0,293.22
01/09/2003 16,4,3BHK,11.2,48.0,2.75,1.29,Rich,0,Fountain,1.0,287.11
02/09/2003 00,2,1BHK,23.35,55.67,1.5,1.38,Low,1,None,1.0,137.44
02/09/2003 08,2,1BHK,10.25,48.83,1.03,1.23,Middle,0,None,,94.44
02/09/2003 16,4,Detached,24.11,56.88,2.44,0.96,Rich,1,Fountain,1.0,272.36
03/09/2003 00,2,Cottage,10.57,65.31,1.66,1.05,Middle,0,None,0.0,69.66
03/09/2003 08,2,1BHK,13.13,56.95,1.27,1.32,,0,None,0.0,87.71
03/09/2003 16,3,2BHK,14.1,41.24,1.6,1.13,Upper Middle,0,Swimming Pool,0.0,175.67
04/09/2003 00,3,1BHK,25.32,35.51,1.65,0.99,,0,Garden,0.0,116.39
04/09/2003 08,3,3BHK,31.22,45.08,2.63,1.05,Upper Middle,0,None,0.0,146.8
04/09/2003 16,2,Studio,21.44,54.46,1.32,0.93,Low,0,None,1.0,69.15
05/09/2003 00,5,2BHK,32.06,43.59,1.01,1.45,Middle,0,None,0.0,253.33
05/09/2003 08,2,Cottage,13.3,51.58,1.5,1.5854077469281913,Middle,0,Garden,1.0,83.29
05/09/2003 16,1,Studio,16.84,35.47,1.01,0.94,Low,0,None,0.0,52.32
06/09/2003 00,5,2BHK,32.29,53.84,1.17,1.44,Middle,1,None,0.0,279.92
06/09/2003 08,3,Bungalow,28.75,59.7,1.62,1.14,Upper Middle,0,None,0.0,136.73
06/09/2003 16,-88,2BHK,21.22,58.92,2.5,1.31,Upper Middle,1,None,0.0,169.72
07/09/2003 00,5,Bungalow,10.99,58.83,3.0,1.48,Rich,1,Swimming Pool,,360.05
07/09/2003 08,4,2BHK,33.9,48.89,1.41,1.26,Middle,0,Garden,0.0,192.89
07/09/2003 16,3,Cottage,18.74,53.87,1.39,0.84,Middle,0,Swimming Pool,0.0,104.43
08/09/2003 00,2,Cottage,,47.04,1.15,0.95,Middle,0,Fountain,1.0,103.43
08/09/2003 08,3,Cottage,19.6,47.81,1.0,0.92,Middle,1,None,0.0,113.64
08/09/2003 16,3,1BHK,23.3,54.42,1.27,1.7656828098492006,Middle,0,Jacuzzi,0.0,137.54
09/09/2003 00,3,Cottage,24.7,47.55,1.75,1.16,Middle,0,Garden,0.0,125.29
09/09/2003 08,3,3BHK,25.57,71.19,2.5,1.2,Upper Middle,0,None,0.0,134.26
09/09/2003 16,3,1BHK,11.8,43.39,1.18,1.48,Middle,1,None,0.0,174.11
10/09/2003 00,2,Studio,14.69,60.59,1.7,1.29,Low,0,None,0.0,74.4
10/09/2003 08,3,1BHK,32.41,52.83,1.28,1.39,Low,0,Fountain,0.0,162.16
10/09/2003 16,4,Bungalow,16.07,49.66,2.73,1.14,Upper Middle,1,Jacuzzi,0.0,220.15
11/09/2003 00,3,1BHK,34.12,48.11,1.77,1.0,Middle,0,None,0.0,110.55
11/09/2003 08,4,2BHK,,51.25,1.15,1.18,Middle,1,Fountain,1.0,256.2
11/09/2003 16,2,1BHK,18.77,58.18,1.56,1.19,Low,0,None,0.0,80.95
12/09/2003 00,4,Bungalow,25.92,52.25,2.5,0.89,,0,Garden,0.0,129.45
12/09/2003 08,3,Cottage,25.34,58.26,1.42,0.9,Middle,0,Garden,0.0,93.04
12/09/2003 16,3,1BHK,22.72,45.19,1.33,1.27,Low,0,Jacuzzi,0.0,149.97
13/09/2003 00,2,Cottage,34.16,50.94,1.43,1.08,\SO\r,0,Garden,0.0,102.14
13/09/2003 08,4,3BHK,26.36,43.24,2.95,1.15,?6[TF,1,None,0.0,256.96
13/09/2003 16,3,3BHK,16.14,58.11,2.08,1.21,Upper Middle,1,Fountain,0.0,202.22
14/09/2003 00,4,2BHK,17.73,58.4,2.2,1.19,Upper Middle,0,Jacuzzi,0.0,188.75
14/09/2003 08,2,Studio,10.43,54.46,1.49,1.43,Low,1,None,0.0,100.25
14/09/2003 16,4,Detached,25.6,55.45,1.83,1.39,Rich,1,Swimming Pool,0.0,391.38
15/09/2003 00,3,1BHK,25.31,53.27,1.32,1.14,Middle,1,None,0.0,138.98
15/09/2003 08,3,1BHK,21.92,51.22,1.51,1.09,Middle,1,None,0.0,130.19
15/09/2003 16,3,Cottage,27.8,53.45,1.42,1.11,Middle,0,Jacuzzi,0.0,143.23
16/09/2003 00,4,Bungalow,34.98,67.27,2.4,1.24,Rich,0,None,0.0,197.7
16/09/2003 08,2,1BHK,25.35,46.87,1.8,1.37,Middle,0,None,0.0,116.48
16/09/2003 16,4,2BHK,29.21,46.3,2.2,0.92,Upper Middle,1,Swimming Pool,1.0,249.99
17/09/2003 00,5,Bungalow,10.82,71.46,2.52,1.41,Upper Middle,0,Garden,0.0,181.89
17/09/2003 08,4,Bungalow,32.97,52.63,2.32,1.0,Upper Middle,0,Swimming Pool,0.0,192.9
17/09/2003 16,3,1BHK,16.08,62.96,1.73,0.33862709490675225,Low,0,Garden,0.0,79.77
18/09/2003 00,2,Studio,,53.57,1.17,1.25,Low,0,Fountain,0.0,105.11
18/09/2003 08,3,Bungalow,27.98,52.14,1.78,1.34,Upper Middle,1,Garden,0.0,209.43
18/09/2003 16,3,3BHK,18.1,60.22,1.99,1.37,,0,Fountain,0.0,192.86
19/09/2003 00,4,3BHK,32.6,59.9,2.22,1.24,Upper Middle,0,None,0.0,189.94
19/09/2003 08,-22,3BHK,23.81,36.53,1.65,0.98,Upper Middle,0,Garden,0.0,177.32
19/09/2003 16,3,1BHK,26.95,41.73,1.76,1.25,Middle,0,Fountain,0.0,163.6
20/09/2003 00,2,1BHK,10.11,70.07,1.38,1.39,z&BPb,0,None,0.0,89.81
20/09/2003 08,-44,1BHK,24.28,49.91,1.15,1.48,Middle,0,None,0.0,126.76
20/09/2003 16,2,Cottage,18.58,37.64,1.12,1.01,Middle,1,None,0.0,106.69
21/09/2003 00,5,3BHK,10.31,59.85,2.1,1.33,Rich,0,Swimming Pool,0.0,302.61
21/09/2003 08,3,Bungalow,24.23,61.34,1.74,0.87,Upper Middle,1,Swimming Pool,0.0,154.16
21/09/2003 16,5,,22.71,73.15,2.81,1.49,Rich,0,Garden,0.0,266.37
22/09/2003 00,2,1BHK,13.65,38.35,1.07,1.15,Middle,0,Garden,0.0,101.61
22/09/2003 08,5,Detached,22.49,52.13,2.61,1.03,Rich,0,Jacuzzi,,257.07
22/09/2003 16,2,1BHK,14.0,51.45,1.11,1.49,Middle,0,Garden,0.0,121.16
23/09/2003 00,5,2BHK,26.94,38.79,1.24,1.36,Middle,1,Garden,0.0,292.74
23/09/2003 08,5,2BHK,15.03,44.64,1.4,1.05,od0#.,0,Fountain,1.0,214.4
23/09/2003 16,4,Bungalow,19.39,54.07,2.32,0.86,Upper Middle,0,Fountain,1.0,155.42
24/09/2003 00,3,Bungalow,11.08,61.85,2.73,1.34,Upper Middle,0,Swimming Pool,1.0,191.43
24/09/2003 08,3,2BHK,31.34,72.1,1.19,0.81,Middle,0,None,0.0,84.06
24/09/2003 16,2,1BHK,34.16,39.38,1.28,1.35,Middle,1,Jacuzzi,1.0,228.39
25/09/2003 00,3,1BHK,25.62,53.24,1.59,1.34,Low,0,None,,139.69
25/09/2003 08,2,Studio,29.13,39.55,1.28,0.99,Low,0,None,1.0,86.75
25/09/2003 16,3,1BHK,33.76,50.53,1.62,1.08,Low,0,Garden,0.0,111.11
26/09/2003 00,3,Cottage,18.72,63.56,1.15,0.88,Middle,1,None,0.0,96.02
26/09/2003 08,1,Studio,14.44,43.88,1.17,0.81,Low,1,None,0.0,49.88
26/09/2003 16,1,Studio,25.53,47.0,1.56,1.11,Low,0,Jacuzzi,0.0,75.49
27/09/2003 00,5,2BHK,33.55,51.5,1.06,1.4,Middle,1,Jacuzzi,0.0,350.58
27/09/2003 08,4,2BHK,26.82,53.05,2.95,0.89,Upper Middle,0,Garden,0.0,126.69
27/09/2003 16,-99,2BHK,11.43,48.46,1.11,0.87,Middle,1,None,1.0,124.85
28/09/2003 00,3,3BHK,13.37,56.98,2.4,0.87,Upper Middle,0,None,0.0,98.24
28/09/2003 08,1,Studio,18.37,58.51,1.27,1.02,Low,0,None,0.0,49.2
28/09/2003 16,3,3BHK,20.54,UqC\W,2.17,1.47,Upper Middle,0,Jacuzzi,0.0,250.48
29/09/2003 00,4,Detached,20.05,51.91,2.94,1.21,Rich,0,Fountain,0.0,242.11
29/09/2003 08,4,Bungalow,33.77,39.07,1.97,1.15,Upper Middle,0,Jacuzzi,0.0,236.81
29/09/2003 16,4,3BHK,26.37,60.87,1.55,1.12,Upper Middle,1,None,0.0,202.18
30/09/2003 00,1,Studio,13.2,53.16,1.79,0.99,Low,0,Garden,0.0,48.16
30/09/2003 08,4,3BHK,14.85,69.91,2.57,0.86,Upper Middle,0,Swimming Pool,0.0,136.0
30/09/2003 16,2,1BHK,20.14,66.1,1.07,1.37,Low,0,Garden,0.0,95.52
01/10/2003 00,4,,17.67,55.07,1.01,1.17,Middle,1,Swimming Pool,0.0,228.48
01/10/2003 08,3,Detached,13.49,53.31,2.32,1.24,Rich,1,None,0.0,204.14
01/10/2003 16,3,2BHK,32.76,59.65,1.31,0.81,Middle,0,Garden,1.0,110.63
02/10/2003 00,4,2BHK,32.46,55.91,1.45,0.4479057630513241,Middle,0,None,0.0,150.71
02/10/2003 08,4,Bungalow,12.45,63.57,1.83,0.93,Upper Middle,0,Garden,0.0,115.43
02/10/2003 16,2,Cottage,16.22,66.13,1.0,1.37,Middle,0,None,0.0,98.25
03/10/2003 00,2,1BHK,10.23,47.37,1.78,1.28,Middle,0,None,0.0,95.37
03/10/2003 08,3,Bungalow,10.14,39.89,2.77,1.21,Rich,0,Garden,0.0,165.09
03/10/2003 16,3,2BHK,31.8,37.51,1.31,1.21,&cX>I,0,Fountain,0.0,189.84
04/10/2003 00,4,2BHK,10.17,59.85,1.64,1.03,,0,None,0.0,113.4
04/10/2003 08,4,2BHK,22.49,56.6,1.7,0.86,Upper Middle,0,Swimming Pool,0.0,152.2
04/10/2003 16,5,2BHK,10.74,41.13,2.87,1.01,Upper Middle,0,None,0.0,150.52
05/10/2003 00,2,Studio,33.48,53.03,1.35,0.98,Low,0,None,0.0,70.27
05/10/2003 08,3,,16.31,57.62,1.76,1.25,Upper Middle,0,None,0.0,147.76
05/10/2003 16,3,Cottage,16.0,37.13,1.19,1.21,Middle,0,Garden,0.0,134.48
06/10/2003 00,3,1BHK,12.2,77.93,1.58,1.26,Low,0,None,1.0,97.58
06/10/2003 08,3,1BHK,19.53,38.86,1.06,0.87,Middle,0,None,0.0,93.97
06/10/2003 16,5,2BHK,25.73,47.77,1.28,0.84,Middle,0,None,0.0,133.95
07/10/2003 00,5,2BHK,30.57,46.4,2.16,1.41,Upper Middle,0,None,0.0,248.38
07/10/2003 08,3,1BHK,10.99,64.38,1.27,1.21,Low,0,Fountain,0.0,109.84
07/10/2003 16,5,3BHK,10.45,60.03,2.62,1.14,Upper Middle,1,Swimming Pool,0.0,256.48
08/10/2003 00,1,Studio,34.5,47.05,1.56,1.08,Low,0,Garden,0.0,65.78
